WKT,name,description
"LINESTRING (91.81330108642578 22.24959945678711, 90.397783 23.843347, 90.30120086669922 22.801000595092773, 90.397783 23.843347, 91.96389770507812 21.452199935913086, 90.397783 23.843347, 89.16079711914062 23.183799743652344, 90.397783 23.843347, 88.61650085449219 24.43720054626465, 90.397783 23.843347, 88.90889739990234 25.759199142456055, 90.397783 23.843347, 91.8667984008789 24.963199615478516, 90.397783 23.843347)",CGP <-> DAC,
"LINESTRING (126.49299621582031 33.51129913330078, 127.498741 36.717008, 126.49299621582031 33.51129913330078, 129.420383 35.987955, 126.49299621582031 33.51129913330078, 126.61599731445312 35.90380096435547, 126.49299621582031 33.51129913330078, 126.805444 35.123173, 126.49299621582031 33.51129913330078, 126.382814 34.991406, 126.49299621582031 33.51129913330078, 128.65531 35.896872, 126.49299621582031 33.51129913330078, 127.963858 37.441201, 126.49299621582031 33.51129913330078, 128.669006 38.061298, 126.49299621582031 33.51129913330078, 126.791 37.5583, 128.071747 35.088591, 126.791 37.5583, 128.93800354 35.1795005798, 106.766998 47.843102, 128.93800354 35.1795005798, 126.791 37.5583, 127.61699676513672 34.84230041503906, 126.791 37.5583, 129.352005005 35.59349823, 126.791 37.5583)",CJU <-> GMP,
"LINESTRING (-117.2799988 33.12829971, -118.8379974 37.62409973, -118.334999 33.922798, -116.16000366211 33.62670135498, -118.334999 33.922798, -118.8379974 37.62409973)",CLD <-> MMH,
"LINESTRING (145.6219940185547 -28.030000686645508, 143.81100463867188 -27.986400604248047, 145.6219940185547 -28.030000686645508, 148.59500122070312 -28.049699783325195)",CMA <-> SGO,
"LINESTRING (-22.6504993439 70.7431030273, -21.971679925900002 70.4882288244)",CNP <-> OBY,
"LINESTRING (18.6016998291 -33.9648017883, 27.9260997772 -25.938499450699997, 18.6016998291 -33.9648017883, 14.6453 -22.9799, 18.6016998291 -33.9648017883, 28.246 -26.1392, 25.162399291992188 -17.83289909362793, 28.246 -26.1392, 26.302400589 -29.092699050900002, 28.246 -26.1392, 28.617901 -20.017401, 28.246 -26.1392, 31.1197222222 -29.6144444444, 28.246 -26.1392, 27.825899124099998 -33.0355987549, 28.246 -26.1392, 25.9182 -24.555201, 27.47450065612793 -21.15959930419922, 25.9182 -24.555201, 28.246 -26.1392, 22.378902 -34.0056, 28.246 -26.1392, 31.0487003326 -24.368600845299998, 28.246 -26.1392, -5.645943 -15.957725, 28.246 -26.1392, 31.0928 -17.931801, 28.246 -26.1392, 24.7651996613 -28.802799224900003, 28.246 -26.1392, 28.4526004791 -15.3308000565, 25.82270050048828 -17.821800231933594, 28.4526004791 -15.3308000565, 31.936599731445312 -13.258899688720703, 28.4526004791 -15.3308000565, 28.66489982605 -12.998100280762, 28.872600555419922 -11.13700008392334, 28.66489982605 -12.998100280762, 28.4526004791 -15.3308000565, 28.246 -26.1392, 30.343000412 -30.8574008942, 28.246 -26.1392, 32.572601 -25.920799, 39.28179931640625 -15.105600357055664, 35.2663 -13.274, 39.28179931640625 -15.105600357055664, 32.572601 -25.920799, 34.90760040283203 -19.79640007019043, 32.572601 -25.920799, 35.40850067138672 -23.876399993896484, 32.572601 -25.920799, 40.71220016479492 -14.488200187683105, 32.572601 -25.920799, 40.52401351928711 -12.991762161254883, 32.572601 -25.920799, 33.640201568603516 -16.104799270629883, 32.572601 -25.920799, 36.86909866333008 -17.855499267578125, 32.572601 -25.920799, 33.42900085449219 -19.15130043029785, 32.572601 -25.920799, 28.246 -26.1392, 31.1056003571 -25.3831996918, 31.522499 -24.744165, 31.1056003571 -25.3831996918, 32.30970001220703 -27.84939956665039, 31.1056003571 -25.3831996918, 28.246 -26.1392, 27.552499771118164 -29.462299346923828, 28.246 -26.1392, 23.431100845336914 -19.97260093688965, 28.246 -26.1392, 23.3287234306 -34.0881601675, 28.246 -26.1392, 25.6173000336 -33.9849014282, 28.246 -26.1392, 29.458615 -23.845269, 28.246 -26.1392, 30.3987007141 -29.649000167799997, 28.246 -26.1392, 32.0920982361 -28.740999221800003, 28.246 -26.1392, 31.716944 -26.358611, 28.246 -26.1392, 22.9993000031 -27.6485996246, 28.246 -26.1392, 31.5886993408 -24.960899353, 28.246 -26.1392, 47.478802 -18.7969, 49.29169845581055 -12.34939956665039, 47.478802 -18.7969, 46.95610046386719 -25.03809928894043, 47.478802 -18.7969, 46.351232528699995 -15.6668417421, 47.478802 -18.7969, 44.31760025024414 -20.284700393676758, 47.478802 -18.7969, 49.815799713134766 -17.093900680541992, 47.478802 -18.7969, 50.17470169067383 -14.278599739074707, 47.478802 -18.7969, 43.72850036621094 -23.383399963378906, 47.478802 -18.7969, 49.39250183105469 -18.109500885009766, 47.478802 -18.7969, 49.68830108642578 -15.436699867248535, 47.478802 -18.7969, 28.246 -26.1392, 21.260200500499998 -28.39909935, 28.246 -26.1392, 28.6733551025 -31.546363184900002, 28.246 -26.1392, 25.839000701904297 -18.09589958190918, 28.246 -26.1392, 35.31330108642578 -22.018400192260742, 28.246 -26.1392, 17.4709 -22.4799, 28.246 -26.1392)",CPT <-> JNB,
"LINESTRING (15.0664 37.466801, 11.2887 44.5354, 11.9689 36.816502, 11.2887 44.5354, 12.488 37.9114, 11.2887 44.5354, 15.0664 37.466801, 14.4775 35.857498, 15.0664 37.466801, 8.72811 45.6306, 8.29077 40.632099, 8.72811 45.6306, 9.05428 39.251499, 8.72811 45.6306, 14.2908 40.886002, 8.72811 45.6306, 9.51763 40.898701, 8.72811 45.6306, 16.2423 38.905399, 7.36872 45.738499, 16.2423 38.905399, 8.72811 45.6306, 15.0664 37.466801, 10.2964 44.824501, 15.0664 37.466801, 7.64963 45.200802, 15.0664 37.466801, 10.8885 45.395699, 15.0664 37.466801, 12.2388889 41.8002778, 17.947001 40.6576, 12.2388889 41.8002778, 16.760599 41.138901, 9.70417 45.673901, 16.67970085144043 43.285701751708984, 9.70417 45.673901, 17.0802 38.9972, 9.70417 45.673901, 14.1811 42.431702, 9.70417 45.673901, 16.760599 41.138901, 12.2388889 41.8002778, 14.607182 36.994601, 12.2388889 41.8002778, 7.62322 44.547001, 12.2388889 41.8002778, 8.8375 44.4133, 12.2388889 41.8002778, 9.27674 45.445099, 12.2388889 41.8002778, 12.6181 35.497898, 12.2388889 41.8002778, -68.91179656982422 18.450700759887695, 12.2388889 41.8002778, 13.091 38.175999, 10.3927 43.683899, 19.7206001282 41.4146995544, 12.6117 44.020302, 19.7206001282 41.4146995544, 10.3927 43.683899, 13.091 38.175999, 12.2388889 41.8002778, 15.6516 38.071201, 12.2388889 41.8002778, 13.4722 45.827499, 12.2388889 41.8002778)",CTA <-> FCO,
"LINESTRING (-86.8770980835 21.036500930800003, -98.3713989258 19.1581001282, -86.8770980835 21.036500930800003, -99.072098 19.4363, -99.75399780273438 16.757099151611328, -99.56600189210002 19.3370990753, -99.75399780273438 16.757099151611328, -99.072098 19.4363, -102.318001 21.705601, -99.072098 19.4363, -109.83300018310547 27.39259910583496, -99.072098 19.4363, -106.42900085449219 31.63610076904297, -99.072098 19.4363, -103.577002 19.277, -99.072098 19.4363, -91.79900360107422 18.65369987487793, -99.072098 19.4363, -90.5002975464 19.816799163800003, -99.072098 19.4363, -88.32679748535156 18.50469970703125, -99.072098 19.4363, -105.964996338 28.702899932900003, -99.072098 19.4363, -98.9564971924 23.7033004761, -99.072098 19.4363, -86.92559814453125 20.52239990234375, -99.072098 19.4363, -104.527999878 24.1242008209, -99.072098 19.4363, -103.31099700927734 20.521799087524414, -99.072098 19.4363, -111.047996521 29.095899581900003, -99.072098 19.4363, -96.262604 15.7753, -99.072098 19.4363, -95.093697 16.449301, -99.072098 19.4363, -110.361999512 24.072700500499998, -99.072098 19.4363, -109.081001282 25.6851997375, -99.072098 19.4363, -102.221000671 18.0016994476, -99.072098 19.4363, -97.5252990723 25.7698993683, -99.072098 19.4363, -89.657699585 20.937000274699997, -99.072098 19.4363, -94.58070373540001 18.1033992767, -99.072098 19.4363, -100.107002258 25.7784996033, -99.072098 19.4363, -115.241997 32.6306, -99.072098 19.4363, -106.26599884 23.1613998413, -99.072098 19.4363, -99.5705032349 27.4438991547, -99.072098 19.4363, -96.726600647 16.9999008179, -99.072098 19.4363, -97.46080017090001 20.6026992798, -99.072098 19.4363, -100.535004 28.627399, -99.072098 19.4363, -105.25399780273438 20.680099487304688, -99.072098 19.4363, -97.089103 15.8769, -99.072098 19.4363, -98.2285 26.0089, -99.072098 19.4363, -109.72100067138672 23.15180015563965, -99.072098 19.4363, -100.930999756 22.254299163800003, -99.072098 19.4363, -97.8658981323 22.2964000702, -99.072098 19.4363, -92.3700027466 14.7943000793, -99.072098 19.4363, -93.02249908450001 16.5636005402, -99.072098 19.4363, -116.97000122070312 32.541099548339844, -101.481003 20.9935, -116.97000122070312 32.541099548339844, -107.474998474 24.7644996643, -116.97000122070312 32.541099548339844, -111.3479995727539 25.989200592041016, -116.97000122070312 32.541099548339844, -101.025001526 19.849899292, -116.97000122070312 32.541099548339844, -104.843002 21.4195, -116.97000122070312 32.541099548339844, -102.03900146484375 19.396699905395508, -116.97000122070312 32.541099548339844, -99.072098 19.4363, -103.411003113 25.568300247199996, -99.072098 19.4363, -96.1873016357 19.1459007263, -99.072098 19.4363, -92.81739807128906 17.996999740600586, -99.072098 19.4363, -102.68699646 22.8971004486, -99.072098 19.4363, -101.460998535 17.601600647, -99.072098 19.4363, -104.558998108 19.144800186199998, -99.072098 19.4363)",CUN <-> MEX,
"LINESTRING (-71.9387969971 -13.535699844400002, -77.114305 -12.0219, -71.5830993652 -16.3411006927, -77.114305 -12.0219, -74.20439910888672 -13.154800415039062, -77.114305 -12.0219, -77.8561019897461 -6.201809883117676, -77.114305 -12.0219, -79.8281021118164 -6.787479877471924, -77.114305 -12.0219, -78.4894027709961 -7.1391801834106445, -77.114305 -12.0219, -76.20480346679688 -9.878809928894043, -77.114305 -12.0219, -71.34400177001953 -17.69499969482422, -77.114305 -12.0219, -73.30879974365234 -3.7847399711608887, -77.114305 -12.0219, -78.774002 -5.59248, -77.114305 -12.0219, -75.47339630130001 -11.7831001282, -77.114305 -12.0219, -70.158203125 -15.467100143432617, -77.114305 -12.0219, -74.57430267333984 -8.37794017791748, -77.114305 -12.0219, -69.2285995483 -12.6135997772, -77.114305 -12.0219, -80.61640167239999 -5.20574998856, -77.114305 -12.0219, -70.78579711914062 -33.393001556396484, -70.445099 -23.444501, -70.78579711914062 -33.393001556396484, -70.338699 -18.348499, -70.78579711914062 -33.393001556396484, -71.68949890136719 -45.916099548339844, -70.78579711914062 -33.393001556396484, -73.063103 -36.772701, -70.78579711914062 -33.393001556396484, -68.90360260009766 -22.498199462890625, -70.78579711914062 -33.393001556396484, -70.7791976929 -27.2611999512, -70.78579711914062 -33.393001556396484, -109.42199707 -27.1648006439, -70.78579711914062 -33.393001556396484, -70.1812973022461 -20.535200119018555, -70.78579711914062 -33.393001556396484, -71.199501 -29.916201, -70.78579711914062 -33.393001556396484, -73.715693 -42.340388, -70.78579711914062 -33.393001556396484, -73.09400177001953 -41.438899993896484, -70.78579711914062 -33.393001556396484, -72.52839660644531 -51.67150115966797, -70.78579711914062 -33.393001556396484, -70.854599 -53.002602, -70.31919860839844 -53.253700256347656, -70.854599 -53.002602, -67.62629699707031 -54.93109893798828, -70.854599 -53.002602, -70.78579711914062 -33.393001556396484, -73.0860977173 -39.6500015259, -70.78579711914062 -33.393001556396484, -72.6515 -38.9259, -70.78579711914062 -33.393001556396484, -73.06099700927734 -40.61119842529297, -70.78579711914062 -33.393001556396484, -77.114305 -12.0219, -80.38140106201172 -3.55253005027771, -77.114305 -12.0219, -70.2758026123 -18.053300857500002, -77.114305 -12.0219, -75.94999694824219 -9.133000373840332, -77.114305 -12.0219, -76.37319946289062 -6.508739948272705, -77.114305 -12.0219, -79.10880279541016 -8.08141040802002, -77.114305 -12.0219, -81.254096984863 -4.5766401290894, -77.114305 -12.0219)",CUZ <-> LIM,
"LINESTRING (-123.111000061 49.2943992615, -123.4969 48.8545, -123.111000061 49.2943992615, -123.949996948 49.1833000183, -123.111000061 49.2943992615, -123.388867378 48.4249858939, -122.948997498 50.1436004639, -123.388867378 48.4249858939)",CXH <-> YWH,
"LINESTRING (-79.88279724121094 19.687000274658203, -81.3576965332 19.292800903299998, -80.088826 19.660161, -81.3576965332 19.292800903299998)",CYB <-> GCM,
"LINESTRING (39.202599 -6.87811, 35.752601623535156 -6.170440196990967, 39.202599 -6.87811, 35.75210189819336 -7.668630123138428, 39.202599 -6.87811, 33.273981 -8.919942, 39.202599 -6.87811, 39.668502 -7.917478, 39.508619 -8.91123, 39.668502 -7.917478, 39.202599 -6.87811, 32.932701110839844 -2.4444899559020996, 31.8212 -1.332, 32.932701110839844 -2.4444899559020996, 32.172472 -2.813667, 32.932701110839844 -2.4444899559020996, 39.202599 -6.87811, 40.181800842285156 -10.339099884033203, 39.202599 -6.87811, 35.58300018310547 -10.682999610900879, 39.202599 -6.87811, 32.83330154418945 -5.076389789581299, 39.202599 -6.87811, 29.6709 -4.8862, 39.202599 -6.87811, 39.224899 -6.22202, 39.8114013671875 -5.257259845733643, 39.224899 -6.22202, 39.07120132446289 -5.092360019683838, 39.224899 -6.22202)",DAR <-> ZNZ,
"LINESTRING (-82.43499755859375 8.390999794006348, -79.55560302734375 8.973340034484863, -82.25080108642578 9.340849876403809, -82.515062 9.458962, -82.25080108642578 9.340849876403809, -79.55560302734375 8.973340034484863)",DAV <-> PAC,
"LINESTRING (-104.672996521 39.861698150635, -102.804000854 42.0531997681, -104.672996521 39.861698150635, -105.866997 37.434898, -104.672996521 39.861698150635, -106.8690033 39.22320175, -104.672996521 39.861698150635, -97.15470123 44.91400146, -104.672996521 39.861698150635, -103.5960007 41.87400055, -104.672996521 39.861698150635, -93.200544 36.532082, -104.672996521 39.861698150635, -111.1529999 45.77750015, -104.672996521 39.861698150635, -103.095001221 42.837600708, -104.672996521 39.861698150635, -108.627998352 37.3030014038, -104.672996521 39.861698150635, -109.7549973 38.75500107, -104.672996521 39.861698150635, -109.024002075 44.520198822, -104.672996521 39.861698150635, -104.700996 38.805801, -104.672996521 39.861698150635, -106.463997 42.908001, -104.672996521 39.861698150635, -103.07900238 34.4250984192, -104.672996521 39.861698150635, -104.8119965 41.15570068, -104.672996521 39.861698150635, -99.9655990600586 37.76340103149414, -104.672996521 39.861698150635, -102.802001953 46.7974014282, -104.672996521 39.861698150635, -107.753997803 37.1515007019, -104.672996521 39.861698150635, -106.9179993 39.64260101, -104.672996521 39.861698150635, -114.25599670410156 48.31050109863281, -104.672996521 39.861698150635, -105.539001465 44.348899841299996, -104.672996521 39.861698150635, -108.527000427 39.1223983765, -104.672996521 39.861698150635, -106.9329987 38.53390121, -104.672996521 39.861698150635, -107.2180023 40.48120117, -104.672996521 39.861698150635, -99.27320099 38.84220123, -104.672996521 39.861698150635, -112.070999 43.514599, -104.672996521 39.861698150635, -110.73799896240234 43.6072998046875, -104.672996521 39.861698150635, -105.67500305175781 41.31209945678711, -104.672996521 39.861698150635, -100.6839981 41.12620163, -104.672996521 39.861698150635, -100.9599991 37.0442009, -104.672996521 39.861698150635, -96.75920104980469 40.85100173950195, -104.672996521 39.861698150635, -94.713898 39.2976, -104.672996521 39.861698150635, -100.5920029 40.20629883, -104.672996521 39.861698150635, -107.893997192 38.509799957300004, -104.672996521 39.861698150635, -112.01200103759766 33.43429946899414, -119.0569992 35.43360138, -112.01200103759766 33.43429946899414, -111.6709976 35.13850021, -112.01200103759766 33.43429946899414, -118.1520004 33.81769943, -112.01200103759766 33.43429946899414, -121.84300231933594 36.58700180053711, -112.01200103759766 33.43429946899414, -117.60099792480469 34.055999755859375, -112.01200103759766 33.43429946899414, -111.447998 36.92610168, -112.14700317382812 35.95240020751953, -111.447998 36.92610168, -112.01200103759766 33.43429946899414, -120.641998291 35.236801147499996, -112.01200103759766 33.43429946899414, -117.8679962 33.67570114, -112.01200103759766 33.43429946899414, -110.005996704 34.265499115, -112.01200103759766 33.43429946899414, -114.6060028 32.65660095, -112.01200103759766 33.43429946899414, -104.672996521 39.861698150635, -100.2860031 44.38270187, -104.672996521 39.861698150635, -112.4199982 34.65449905, -104.672996521 39.861698150635, -104.49700164794922 38.289100646972656, -104.672996521 39.861698150635, -103.05699920654297 44.0452995300293, -104.672996521 39.861698150635, -108.459999084 43.064201355, -104.672996521 39.861698150635, -109.065001 41.5942, -104.672996521 39.861698150635, -106.9800033569336 44.76919937133789, -104.672996521 39.861698150635, -97.6521987915039 38.79100036621094, -104.672996521 39.861698150635, -96.38439941 42.40259933, -104.672996521 39.861698150635, -107.9079971 37.9538002, -104.672996521 39.861698150635, -109.5100021 40.4408989, -104.672996521 39.861698150635, -111.97799682617188 40.78839874267578, -112.49700164794922 45.95479965209961, -111.97799682617188 40.78839874267578, -113.0989990234375 37.70100021362305, -111.97799682617188 40.78839874267578, -115.79199981689453 40.82490158081055, -111.97799682617188 40.78839874267578, -111.3710022 47.48199844, -111.97799682617188 40.78839874267578, -111.98300170898438 46.6068000793457, -111.97799682617188 40.78839874267578, -117.01499938964844 46.3745002746582, -111.97799682617188 40.78839874267578, -114.0910034 46.91630173, -111.97799682617188 40.78839874267578, -112.59600067138672 42.9098014831543, -111.97799682617188 40.78839874267578, -113.510306 37.036389, -111.97799682617188 40.78839874267578, -114.2959976 43.50439835, -111.97799682617188 40.78839874267578, -114.487999 42.4818, -111.97799682617188 40.78839874267578, -111.1179962 44.68840027, -111.97799682617188 40.78839874267578)",DEN <-> SLC,
"LINESTRING (140.5160064698 -2.5769500733, 136.10800170898438 -1.190019965171814, 140.5160064698 -2.5769500733, 139.482006 -4.8557, 140.5160064698 -2.5769500733, 135.496002 -3.36818, 140.5160064698 -2.5769500733, 140.6277 -4.9071, 140.5160064698 -2.5769500733, 136.88699340820312 -4.528279781341553, 140.5160064698 -2.5769500733, 140.29800415039062 -6.099219799041748, 140.5160064698 -2.5769500733, 138.957001 -4.10251)",DJJ <-> WMX,
"LINESTRING (9.719479560849999 4.0060801506, 18.518800735473633 4.39847993850708, 9.719479560849999 4.0060801506, 8.708720207214355 3.755270004272461, 9.805680274963379 1.9054700136184692, 8.708720207214355 3.755270004272461, 9.719479560849999 4.0060801506, 11.553299903869629 3.722559928894043)",DLA <-> NSI,
"LINESTRING (37.90629959106445 55.40879821777344, 37.347301483154 45.002101898193, 37.90629959106445 55.40879821777344, 39.9566 43.449902, 37.90629959106445 55.40879821777344, 72.2939987183 40.7276992798, 37.90629959106445 55.40879821777344, 83.53849792480469 53.363800048828125, 37.90629959106445 55.40879821777344, 127.41200256347656 50.42539978027344, 37.90629959106445 55.40879821777344, 36.5900993347168 50.643798828125, 37.90629959106445 55.40879821777344, 38.0124807358 44.5820926295, 37.90629959106445 55.40879821777344, 113.306 52.026299, 37.90629959106445 55.40879821777344, 104.38899993896 52.268001556396, 108.029998779 61.2750015259, 104.38899993896 52.268001556396, 108.064 57.773, 104.38899993896 52.268001556396, 114.242996216 57.866100311299995, 104.38899993896 52.268001556396, 105.7300033569336 56.8567008972168, 104.38899993896 52.268001556396, 114.825996399 60.7206001282, 104.38899993896 52.268001556396, 37.90629959106445 55.40879821777344, 28.930999755859375 46.92770004272461, 37.90629959106445 55.40879821777344, 94.40059661865234 51.66939926147461, 37.90629959106445 55.40879821777344, 48.8180007935 38.746398925799994, 37.90629959106445 55.40879821777344, 39.53779983520508 52.70280075073242, 37.90629959106445 55.40879821777344, 45.45840072631836 39.18880081176758, 37.90629959106445 55.40879821777344, 87.33219909667969 69.31109619140625, 80.37966918945312 73.51780700683594, 87.33219909667969 69.31109619140625, 102.49099731445312 71.97810363769531, 87.33219909667969 69.31109619140625, 37.90629959106445 55.40879821777344, 72.69889831542969 65.48090362548828, 37.90629959106445 55.40879821777344, 73.31050109863281 54.96699905395508, 37.90629959106445 55.40879821777344, 82.650703430176 55.012599945068, 91.38500213623047 53.7400016784668, 82.650703430176 55.012599945068, 101.697998046875 56.370601654052734, 82.650703430176 55.012599945068, 150.72000122070312 59.9109992980957, 82.650703430176 55.012599945068, 68.86470031738281 37.86640167236328, 82.650703430176 55.012599945068, 114.03900146484375 62.534698486328125, 82.650703430176 55.012599945068, 124.91400146484 56.913898468018, 82.650703430176 55.012599945068, 112.029998779 66.4003982544, 82.650703430176 55.012599945068, 111.044444 59.876389, 82.650703430176 55.012599945068, 37.90629959106445 55.40879821777344, 45.02109909057617 53.110599517822266, 37.90629959106445 55.40879821777344, 45.212257385253906 54.12512969970703, 37.90629959106445 55.40879821777344, 69.80500030517578 37.98809814453125, 37.90629959106445 55.40879821777344, 85.208297729492 56.380298614502, 77.66000366210001 60.709400177, 85.208297729492 56.380298614502, 37.90629959106445 55.40879821777344, 107.43800354003906 51.80780029296875, 37.90629959106445 55.40879821777344, 39.22959899902344 51.81420135498047, 37.90629959106445 55.40879821777344, 33.975101470947266 45.05220031738281)",DME <-> SIP,
"LINESTRING (-17.073333 14.67, -16.65220069885254 13.338000297546387, -13.1955 8.61644, -16.65220069885254 13.338000297546387, -17.073333 14.67, -7.94994 12.5335, -17.073333 14.67, -13.612 9.57689, -17.073333 14.67, -16.748 12.39533, -17.073333 14.67, -15.9697222 18.31, -7.3165998458862305 16.621999740600586, -15.9697222 18.31, -17.030000686645508 20.9330997467041, -12.483599662780762 22.756399154663086, -17.030000686645508 20.9330997467041, -15.9697222 18.31, -17.073333 14.67, -15.65369987487793 11.894800186157227, -17.073333 14.67, -16.281799 12.5556)",DSS <-> ZIG,
"LINESTRING (7.61223983765 51.51829910279999, 20.9377 53.481899, 7.61223983765 51.51829910279999, 18.72480010986328 44.45869827270508, 7.61223983765 51.51829910279999, 19.08 50.4743)",DTM <-> KTW,
"LINESTRING (6.76678 51.289501, 11.3264 46.460201, 6.76678 51.289501, 21.4256 38.1511, 6.76678 51.289501, 17.84589958190918 43.282901763916016, 6.76678 51.289501, 32.0886001587 41.506401062, 6.76678 51.289501, 11.7861 48.353802, 13.3623 43.616299, 11.7861 48.353802, 8.78666973114 53.0475006104, 11.7861 48.353802, 7.68483018875 52.134601593, 11.7861 48.353802, 12.0701 44.194801, 11.7861 48.353802, 15.439599990844727 46.9911003112793, 11.7861 48.353802, 8.34047031403 54.9132003784, 11.7861 48.353802, 9.685079574580001 52.461101532, 11.7861 48.353802, 9.9882297515869 53.630401611328, 11.7861 48.353802, 6.2044444 49.6233333, 14.152299881 53.8787002563, 6.2044444 49.6233333, 12.278300285299999 53.9182014465, 6.2044444 49.6233333, 11.7861 48.353802, 8.616319656369999 51.614101409899995, 11.7861 48.353802, 24.091299057006836 45.78559875488281, 11.7861 48.353802)",DUS <-> MUC,
"LINESTRING (-98.90879822 48.11420059, -98.67819977 46.92969894)",DVL <-> JMS,
"LINESTRING (67.733299 47.708302, 73.33439636230469 49.670799255371094, 75.00499725341797 46.8932991027832, 73.33439636230469 49.670799255371094)",DZN <-> KGF,
"LINESTRING (17.080400466918945 -22.612199783325195, 24.176701 -17.634399, 17.080400466918945 -22.612199783325195, 19.719400405884 -17.956499099731, 17.080400466918945 -22.612199783325195, 15.9526 -17.878201)",ERS <-> OND,
"LINESTRING (-122.910003662 48.7081985474, -123.024002075 48.5219993591, -122.302001953125 47.529998779296875, -123.024002075 48.5219993591)",ESD <-> FRD,
"LINESTRING (66.698601 63.686901, 65.614998 62.110001)",EYK <-> NYA,
"LINESTRING (27.5308990479 -11.5913000107, 29.25 -5.8755598068237305, 28.808799743652344 -2.3089799880981445, 29.25 -5.8755598068237305, 27.5308990479 -11.5913000107, 15.4446 -4.38575, 37.25310134887695 -2.645050048828125, 38.06520080566406 -2.9106099605560303, 37.25310134887695 -2.645050048828125, 15.4446 -4.38575, 25.3379993439 0.481638997793, 15.4446 -4.38575, 19.771299362199997 3.2353699207299997, 15.4446 -4.38575, 29.238500595092773 -1.6708099842071533, 15.4446 -4.38575, 22.4692001343 -5.90005016327, 15.4446 -4.38575, 25.915399551399997 -2.91917991638, 15.4446 -4.38575, 18.2887001038 0.0226000007242, 15.4446 -4.38575, 23.569000244099996 -6.121240139010001, 15.4446 -4.38575)",FBM <-> FIH,
"LINESTRING (-61.00320053100586 14.590999603271484, -61.531799 16.265301, -63.047199249268 18.099899291992, -61.531799 16.265301)",FDF <-> PTP,
"LINESTRING (-1.628059983253479 59.53580093383789, -1.24361002445 60.192199707)",FIE <-> LWK,
"LINESTRING (125.55899810791016 -18.181900024414062, 127.66999816894531 -18.23390007019043)",FIZ <-> HCQ,
"LINESTRING (-89.86640167239999 16.913799285899998, -90.527496 14.5833, -88.583801 15.7309, -90.527496 14.5833)",FRS <-> GUA,
"LINESTRING (74.4776000977 43.0612983704, 72.793296814 40.6090011597)",FRU <-> OSS,
