WKT,name,description
"LINESTRING (-90.431098938 40.937999725299996, -91.12550354003906 40.783199310302734)",GBG -> BRL,37.83025656034886 mi
"LINESTRING (-61.27000045776367 15.86870002746582, -61.299999 15.547)",GBJ -> DOM,22.316949427946774 mi
"LINESTRING (-12.383000373840332 7.767000198364258, -12.518899917602539 7.5324201583862305)",GBK -> BTE,18.68981716173636 mi
"LINESTRING (54.4012985229 36.909400939899996, 57.30820083618164 37.49300003051758)",GBT -> BJB,164.9759235269993 mi
"LINESTRING (175.4720001220703 -36.24140167236328, 174.97300720214844 -37.029701232910156)",GBZ -> AMZ,61.09034483440685 mi
"LINESTRING (-105.539001465 44.348899841299996, -103.095001221 42.837600708)",GCC -> CDR,160.8021342085843 mi
"LINESTRING (50.827999115 30.337600708, 49.6772 30.7444)",GCH -> AKW,74.02537797127648 mi
"LINESTRING (-2.6019699573516846 49.435001373291016, -2.21472 49.706104)",GCI -> ACI,25.533530779005286 mi
"LINESTRING (28.1401004791 -25.986299514799995, 25.9182 -24.555201)",GCJ -> GBE,170.43638065729706 mi
"LINESTRING (-100.723999023 37.9275016785, -99.9655990600586 37.76340103149414)",GCK -> DDC,42.9045471429111 mi
"LINESTRING (-81.3576965332 19.292800903299998, -79.88279724121094 19.687000274658203)",GCM -> CYB,99.85350872580564 mi
"LINESTRING (-112.14700317382812 35.95240020751953, -111.6709976 35.13850021)",GCN -> FLG,62.277931248230246 mi
"LINESTRING (-82.376404 34.758301, -82.70939636230001 34.4945983887)",GDC -> AND,26.27580354162633 mi
"LINESTRING (43.5786018372 5.93513011932, 44.252998 6.734)",GDE -> ABK,72.05222126453324 mi
"LINESTRING (-103.31099700927734 20.521799087524414, -103.577002 19.277)",GDL -> CLQ,87.72725870075338 mi
"LINESTRING (18.46619987487793 54.377601623535156, 17.9776992798 53.096801757799994)",GDN -> BZG,90.7190784747772 mi
"LINESTRING (-70.80000305175781 7.233333110809326, -70.7369 7.06888)",GDO -> AUC,12.15842270940576 mi
"LINESTRING (37.433998107910156 12.51990032196045, 37.32160186767578 11.608099937438965)",GDQ -> BJR,63.45609778558383 mi
"LINESTRING (-71.14230346679688 21.444499969482422, -72.194702 19.733)",GDT -> CAP,136.44476723719788 mi
"LINESTRING (-104.8069992 47.13869858, -102.802001953 46.7974014282)",GDV -> DIK,97.42976303000201 mi
"LINESTRING (-84.47499847410002 43.9706001282, -84.68800354 43.322101593)",GDW -> AMN,46.05558038662056 mi
"LINESTRING (150.72000122070312 59.9109992980957, 146.231506 68.556602)",GDX -> BGN,611.9859686872475 mi
"LINESTRING (38.0124807358 44.5820926295, 37.347301483154 45.002101898193)",GDZ -> AAQ,43.65739852467765 mi
"LINESTRING (166.47300720214844 -22.25830078125, 169.770996094 -20.2492008209)",GEA -> AUY,253.70049395478492 mi
"LINESTRING (33.724358 35.235947, 35.4953994751 38.770401001)",GEC -> ASR,263.0207992826611 mi
"LINESTRING (-75.35890198 38.68920135, -75.46600342 39.12950134)",GED -> DOV,30.96229124724806 mi
"LINESTRING (-117.53399658203125 47.61989974975586, -116.8199997 47.77429962)",GEG -> COE,34.87511619949134 mi
"LINESTRING (-54.169102 -28.2817, -54.5746994019 -26.3974990845)",GEL -> ELO,132.54549681153472 mi
"LINESTRING (-58.25410079956055 6.498549938201904, -56.673328 5.841128)",GEO -> AGI,117.70665242017793 mi
"LINESTRING (-82.78379821777344 21.834699630737305, -81.5459976196 21.6165008545)",GER -> CYO,80.86715315402368 mi
"LINESTRING (125.096000671 6.05800008774, 124.7509994506836 6.366819858551025)",GES -> AAV,31.88835445190289 mi
"LINESTRING (114.707001 -28.796101, 113.67174 -24.880211)",GET -> CVQ,277.986014922016 mi
"LINESTRING (20.814599990844727 67.13240051269531, 23.424299240112 68.362602233887)",GEV -> ENF,109.01130628885402 mi
"LINESTRING (144.33299255371094 -38.224998474121094, 144.468994 -38.039398)",GEX -> AVV,14.801563068112523 mi
"LINESTRING (146.067001343 -34.2508010864, 146.95799255371094 -36.06779861450195)",GFF -> ABX,135.25477879455238 mi
"LINESTRING (-97.176102 47.949299, -98.90879822 48.11420059)",GFK -> DVL,80.86328653630532 mi
"LINESTRING (-73.6102981567 43.3412017822, -73.80169677734375 42.74829864501953)",GFL -> ALB,42.09068935987089 mi
"LINESTRING (153.02999877929688 -29.7593994140625, 153.115997314 -30.3206005096)",GFN -> CFS,39.11536956518805 mi
"LINESTRING (-58.655207 6.358864, -58.25410079956055 6.498549938201904)",GFO -> GEO,29.1820357326398 mi
"LINESTRING (-1.564170002937317 48.88309860229492, -2.21472 49.706104)",GFR -> ACI,63.975512234489166 mi
"LINESTRING (18.122699737548828 -19.60219955444336, 31.544599533081055 -24.818099975585938)",GFY -> AAM,930.4659033835555 mi
"LINESTRING (-79.3196029663 33.3116989136, -78.72389984130001 33.8116989136)",GGE -> CRE,48.680834484680915 mi
"LINESTRING (-94.71150207519531 32.38399887084961, -93.7450027466 32.5401992798)",GGG -> DTN,57.368977879024555 mi
"LINESTRING (34.7873001099 0.271342009306, 35.23889923095703 0.4044579863548279)",GGM -> EDL,32.52963208199435 mi
"LINESTRING (-70.150002 -48.7831, -72.053101 -50.2803)",GGS -> FTE,134.0979114401 mi
"LINESTRING (-75.8779983521 23.5625991821, -75.673797 24.6294)",GGT -> ATC,74.82639178047495 mi
"LINESTRING (-106.614998 48.212502, -104.8069992 47.13869858)",GGW -> GDV,112.15375480706847 mi
"LINESTRING (3.794110059738159 32.38410186767578, 2.8595900535583496 30.571300506591797)",GHA -> ELG,136.82271019344503 mi
"LINESTRING (-76.3310012817 25.2847003937, -76.6835021973 25.474899292)",GHB -> ELH,25.630537196429053 mi
"LINESTRING (-77.840103 25.7383, -77.88089752197266 25.41710090637207)",GHC -> CCZ,22.3381162120627 mi
"LINESTRING (9.966489791870002 49.648101806599996, 8.570556 50.033333)",GHF -> FRA,67.65679773920029 mi
"LINESTRING (10.142600059500001 25.1455993652, 9.45244 24.292801)",GHT -> DJG,73.13146457321295 mi
"LINESTRING (-58.6131 -33.0103, -58.5896 -34.4532)",GHU -> FDO,99.70501239098392 mi
"LINESTRING (-5.3496599197400005 36.1511993408, -5.441118 36.12888)",GIB -> AEI,5.331173483333605 mi
"LINESTRING (142.218002319 -9.23278045654, 142.1734 -10.149999618499999)",GIC -> BDD,63.44718999169887 mi
"LINESTRING (29.911308 -3.417209, 29.318500518798828 -3.3240199089050293)",GID -> BJM,41.39249777544559 mi
"LINESTRING (-81.753304 28.062901, -81.78340148930002 27.943399429299998)",GIF -> BOW,8.45853617335013 mi
"LINESTRING (-43.2505569458 -22.8099994659, -41.96289825439453 -22.770999908447266)",GIG -> BZC,82.06751071364417 mi
"LINESTRING (-9.1669998168945 11.432999610901, -7.94994 12.5335)",GII -> BKO,112.01834594176002 mi
"LINESTRING (74.33360290527344 35.918800354003906, 71.80059814453125 35.886600494384766)",GIL -> CJL,141.77862554807848 mi
"LINESTRING (-74.7967 4.27624, -74.1469 4.70159)",GIR -> BOG,53.54565853314637 mi
"LINESTRING (177.97799682617188 -38.663299560546875, 174.97300720214844 -37.029701232910156)",GIS -> AMZ,199.0317355615236 mi
"LINESTRING (32.172472 -2.813667, 31.8212 -1.332)",GIT -> BKZ,105.20834114988432 mi
"LINESTRING (80.7285003662 7.956669807430001, 80.42790222170001 8.30148983002)",GIU -> ACJ,31.47029860223832 mi
"LINESTRING (42.58580017089844 16.901100158691406, 42.65660095210001 18.240400314299997)",GIZ -> AHB,92.65516924241733 mi
"LINESTRING (-85.906601 16.4454, -84.543602 15.7631)",GJA -> BHG,102.02383525880876 mi
"LINESTRING (5.87361001968 36.7951011658, 5.0699200630200005 36.7120018005)",GJL -> BJA,44.86056169404002 mi
"LINESTRING (-65.28479766845703 -10.786399841308594, -64.25160217285156 -12.421099662780762)",GJM -> CQS,132.84169904251738 mi
"LINESTRING (-21.326900482177734 65.99530029296875, -23.546199798583984 65.64129638671875)",GJR -> BIU,67.40288955941968 mi
"LINESTRING (-108.527000427 39.1223983765, -109.7549973 38.75500107)",GJT -> CNY,70.70883854896863 mi
"LINESTRING (145.391998291 -6.081689834590001, 144.9709930419922 -6.024290084838867)",GKA -> CMU,29.19740811974922 mi
"LINESTRING (6.04242 50.9608, 6.186388969421387 50.823055267333984)",GKE -> AAH,11.399620211024338 mi
"LINESTRING (73.4336 0.7324, 73.155602 -0.693342)",GKK -> GAN,100.36542472042375 mi
"LINESTRING (150.942001343 -23.1833000183, 148.8070068359375 -23.603099822998047)",GKL -> BLT,138.46053016445993 mi
"LINESTRING (-145.4570007 62.1548996, -145.4779968 60.4917984)",GKN -> CDV,114.9125783780787 mi
"LINESTRING (-4.43306016922 55.8718986511, -5.686389923095703 55.437198638916016)",GLA -> CAL,57.34935926223566 mi
"LINESTRING (-101.6989975 39.37060165, -100.723999023 37.9275016785)",GLD -> GCK,112.73701016634202 mi
"LINESTRING (-83.18219757080078 8.654009819030762, -83.6417007446 8.71889019012)",GLF -> DRK,31.70331761059137 mi
"LINESTRING (-90.98560333251953 33.4828987121582, -92.81330108642578 33.22100067138672)",GLH -> ELD,107.02477584224438 mi
"LINESTRING (151.68899536132812 -29.674999237060547, 151.617004395 -30.528099060099997)",GLI -> ARM,59.10103123863112 mi
"LINESTRING (47.45470047 6.78082990646, 44.252998 6.734)",GLK -> ABK,219.70540422001415 mi
"LINESTRING (-2.167220115661621 51.89419937133789, -2.05694 51.668095)",GLO -> GBA,16.318209600586954 mi
"LINESTRING (-84.7035980225 45.013500213600004, -83.56030273 45.0780983)",GLR -> APN,55.99090617026126 mi
"LINESTRING (-94.86039733886719 29.265300750732422, -95.1587982178 29.607299804700002)",GLS -> EFD,29.6782705883326 mi
"LINESTRING (151.223007 -23.869699, 150.942001343 -23.1833000183)",GLT -> GKL,50.65706389541027 mi
"LINESTRING (90.46412 26.88456, 90.7471 27.5622)",GLU -> BUT,49.94477550273477 mi
"LINESTRING (-163.007003784 64.5504989624, -162.76600647 66.0696029663)",GLV -> DRG,105.19111660338731 mi
"LINESTRING (-85.9536972 37.03179932, -86.41970062259999 36.964500427199994)",GLW -> BWG,26.13216379265587 mi
"LINESTRING (4.931829929351807 51.56740188598633, 5.37452983856 51.4500999451)",GLZ -> EIN,20.691170770148897 mi
"LINESTRING (19.771299362199997 3.2353699207299997, 20.975299835205078 4.253210067749023)",GMA -> BDT,108.7962165126977 mi
"LINESTRING (34.5630989074707 8.12876033782959, 34.858001708984375 8.553999900817871)",GMB -> DEM,35.63310779167859 mi
"LINESTRING (-7.22145 33.655399, -7.589970111846924 33.36750030517578)",GMD -> CMN,29.093100221210417 mi
"LINESTRING (31.016700744628906 52.527000427246094, 31.1583003998 51.4021987915)",GME -> CEJ,77.9505476587134 mi
"LINESTRING (30.1919002532959 50.60350036621094, 31.1583003998 51.4021987915)",GML -> CEJ,69.36001885175975 mi
"LINESTRING (10.896388888899999 10.298333333299999, 9.744 10.482833)",GMO -> BCU,79.3481635670112 mi
"LINESTRING (126.791 37.5583, 127.498741 36.717008)",GMP -> CJJ,69.98925761177512 mi
"LINESTRING (100.301144 34.418066, 102.35224 32.53154)",GMQ -> AHJ,175.95779278056892 mi
"LINESTRING (-134.88999938964844 -23.07990074157715, -140.88699340820312 -15.819899559020996)",GMR -> FGU,635.5976715407709 mi
"LINESTRING (-82.34999847410002 34.847900390599996, -82.376404 34.758301)",GMU -> GDC,6.369472114044499 mi
"LINESTRING (-110.200996399 37.016700744599994, -108.627998352 37.3030014038)",GMV -> CEZ,88.84574870825776 mi
"LINESTRING (-17.214599609375 28.029600143432617, -13.863800048828125 28.452699661254883)",GMZ -> FUE,206.03823012270482 mi
"LINESTRING (24.053800582885742 53.60200119018555, 23.8981 52.108299)",GNA -> BQT,103.4101632008377 mi
"LINESTRING (5.329370021820068 45.36289978027344, 5.880229949951172 45.638099670410156)",GNB -> CMF,32.76007177928398 mi
"LINESTRING (-61.78620147705078 12.004199981689453, -61.3424 12.699)",GND -> CIW,56.585141618746746 mi
"LINESTRING (121.46600341796875 22.673900604248047, 120.39299774169922 23.46179962158203)",GNI -> CYI,87.27051499279922 mi
"LINESTRING (-42.74610137939453 -14.208200454711914, -45.00899887084961 -12.078900337219238)",GNM -> BRA,211.71635998348907 mi
"LINESTRING (-67.6204986572 -39.0007019043, -69.2646026611 -38.939701080300004)",GNR -> CUT,88.4186030824052 mi
"LINESTRING (97.704697 1.16638, 98.888901 1.55594)",GNS -> FLZ,86.11295877168044 mi
"LINESTRING (-107.902000427 35.167301178, -106.609001 35.040199)",GNT -> ABQ,73.61417237325996 mi
"LINESTRING (-82.2717971802 29.6900997162, -83.10479736330001 29.6354999542)",GNV -> CTY,50.15490181140095 mi
"LINESTRING (38.895592 37.445663, 38.4688987732 37.7313995361)",GNY -> ADF,30.586718419667545 mi
"LINESTRING (21.658100128173828 -21.6924991607666, 18.122699737548828 -19.60219955444336)",GNZ -> GFY,270.3702768532528 mi
"LINESTRING (8.8375 44.4133, 8.12743 44.050598)",GOA -> ALL,43.17167447670559 mi
"LINESTRING (40.0463033 7.1160634, 38.5 7.066999912261963)",GOB -> AWA,106.07724770108733 mi
"LINESTRING (-51.6781005859 64.19090271, -23.546199798583984 65.64129638671875)",GOH -> BIU,823.0422183584577 mi
"LINESTRING (73.8313980103 15.3808002472, 76.88279724121094 15.162799835205078)",GOI -> BEP,203.94370896780794 mi
"LINESTRING (43.784000396729 56.230098724365, 47.3473014831543 56.090301513671875)",GOJ -> CSY,137.4281301658809 mi
"LINESTRING (29.238500595092773 -1.6708099842071533, 28.808799743652344 -2.3089799880981445)",GOM -> BKY,53.147653357127446 mi
"LINESTRING (-72.04509735107422 41.330101013183594, -71.577796936 41.1680984497)",GON -> BID,26.731824112872165 mi
"LINESTRING (150.32000732421875 -28.521400451660156, 151.68899536132812 -29.674999237060547)",GOO -> GLI,114.82071359373448 mi
"LINESTRING (83.4496994019 26.739700317399997, 83.416293 27.505685)",GOP -> BWA,52.96487335051211 mi
"LINESTRING (94.786102 36.4006, 94.80919647216797 40.16109848022461)",GOQ -> DNH,259.83125323616946 mi
"LINESTRING (35.5529 8.1614, 34.52190017700195 9.38638973236084)",GOR -> BEI,110.09153545145121 mi
"LINESTRING (12.279800415039 57.662799835205, 11.000100135803223 57.277198791503906)",GOT -> BYR,54.50145379718569 mi
"LINESTRING (13.370100021362305 9.33588981628418, 10.896388888899999 10.298333333299999)",GOU -> GMO,181.06699382493463 mi
"LINESTRING (136.817993164 -12.269399642899998, 135.570999146 -12.019399642899998)",GOV -> ELC,85.98447449293091 mi
"LINESTRING (25.712900161743164 43.15140151977539, 26.102100372314453 44.50320053100586)",GOZ -> BBU,95.39451410403598 mi
"LINESTRING (21.4256 38.1511, 21.3512001 38.602001)",GPA -> AGQ,31.41415561596252 mi
"LINESTRING (-51.520198822 -25.3875007629, -53.063499450683594 -26.059200286865234)",GPB -> FBE,106.68766348709242 mi
"LINESTRING (-77.8986 2.57013, -76.9898 3.81963)",GPI -> BUN,106.69545159167191 mi
"LINESTRING (-83.79699707030001 10.2172002792, -83.58560180664062 10.768699645996094)",GPL -> BCL,40.721988485634746 mi
"LINESTRING (130.4219970703125 -11.40250015258789, 130.6199951171875 -11.769200325012207)",GPN -> BRT,28.662877983594893 mi
"LINESTRING (-63.7583007812 -35.6962013245, -61.889301 -37.446098)",GPO -> CSZ,159.28675012444566 mi
"LINESTRING (-90.26589965820312 -0.45375800132751465, -79.996957 -3.441986)",GPS -> ETR,738.481609494356 mi
"LINESTRING (-89.07009887695312 30.40730094909668, -88.92440032959999 30.4104003906)",GPT -> BIX,8.684699925839878 mi
"LINESTRING (-93.50980377 47.21110153, -94.13809967 46.39830017)",GPZ -> BRD,63.53589877331876 mi
"LINESTRING (-82.7238006592 40.7533988953, -83.66870117190001 41.013500213600004)",GQQ -> FDY,52.52927473256565 mi
"LINESTRING (-88.12960052490234 44.48509979248047, -88.5190963745 44.258098602299995)",GRB -> ATW,24.820676865410316 mi
"LINESTRING (-122.5810013 47.07920074, -122.983001709 46.676998138399995)",GRF -> CLS,33.6562804781153 mi
"LINESTRING (-98.30960083007812 40.967498779296875, -96.52020264 41.44910049)",GRI -> FET,98.78506049259498 mi
"LINESTRING (22.378902 -34.0056, 18.6016998291 -33.9648017883)",GRJ -> CPT,216.4079747145119 mi
"LINESTRING (-97.82890319820001 31.067199707, -97.6698989868164 30.194499969482422)",GRK -> AUS,61.03489525576241 mi
"LINESTRING (-90.38289642330001 47.8382987976, -88.48909759521484 47.168399810791016)",GRM -> CMX,99.7766477848244 mi
"LINESTRING (2.7605500221 41.901000977, 2.07846 41.2971)",GRO -> BCN,54.6176260494174 mi
"LINESTRING (-49.132198333740234 -11.73960018157959, -51.5635986328125 -10.634400367736816)",GRP -> CFO,181.63239112133996 mi
"LINESTRING (6.57944011688 53.1197013855, 7.2275 53.391109)",GRQ -> EME,32.69921198123362 mi
"LINESTRING (-85.52279663 42.88079834, -85.5521011352539 42.234901428222656)",GRR -> AZO,44.65257580868441 mi
"LINESTRING (11.0719 42.759701, 12.2388889 41.8002778)",GRS -> FCO,89.17976012441133 mi
"LINESTRING (-46.47305679321289 -23.435556411743164, -46.65638732910156 -23.626110076904297)",GRU -> CGH,17.556355863676455 mi
"LINESTRING (-28.029800415039062 39.092201232910156, -31.131399154663086 39.455299377441406)",GRW -> FLW,167.77518366864396 mi
"LINESTRING (-3.777359962463379 37.18870162963867, -4.499110221862793 36.67490005493164)",GRX -> AGP,53.378709011140366 mi
"LINESTRING (-18.0173 66.5458, -18.07270050048828 65.66000366210938)",GRY -> AEY,61.2229297901383 mi
"LINESTRING (15.439599990844727 46.9911003112793, 17.21269989013672 48.17020034790039)",GRZ -> BTS,116.03926195590651 mi
"LINESTRING (-77.96060181 35.33940125, -77.04290008539999 35.0730018616)",GSB -> EWN,54.981673767890044 mi
"LINESTRING (11.8704 57.7747, 12.279800415039 57.662799835205)",GSE -> GOT,16.970943191898208 mi
"LINESTRING (-54.373056 4.285833, -54.672766 4.111359)",GSI -> DRJ,23.913514878736137 mi
"LINESTRING (-90.83580017090001 13.936200141899999, -91.15059661865234 15.012200355529785)",GSJ -> AQB,77.2705301421071 mi
"LINESTRING (-79.93730163574219 36.097801208496094, -80.94309997558594 35.2140007019043)",GSO -> CLT,83.17021152414448 mi
"LINESTRING (-82.2189025879 34.8956985474, -82.34999847410002 34.847900390599996)",GSP -> GMU,8.132240907650962 mi
"LINESTRING (28.71660041809082 22.5856990814209, 31.611700058 22.375999450699997)",GSQ -> ABS,185.39716216410292 mi
"LINESTRING (-135.7070007 58.4253006, -136.347000122 58.195201873799995)",GST -> ELV,28.149076347699275 mi
"LINESTRING (136.460006714 -13.975000381500001, 136.817993164 -12.269399642899998)",GTE -> GOV,120.28351924750753 mi
"LINESTRING (-111.3710022 47.48199844, -112.375999451 48.6083984375)",GTF -> CTB,90.61952053765093 mi
"LINESTRING (13.3255558014 54.3833312988, 12.710515 54.338253)",GTI -> BBH,24.956393957909246 mi
"LINESTRING (170.1280059814453 -43.906700134277344, 169.3730010986328 -45.211700439453125)",GTN -> ALR,97.52739316761966 mi
"LINESTRING (122.849998474 0.63711899519, 124.7509994506836 6.366819858551025)",GTO -> AAV,417.01452777383304 mi
"LINESTRING (-88.5914001465 33.450298309299995, -88.44380187990001 33.6437988281)",GTR -> CBM,15.842697851948982 mi
"LINESTRING (-90.527496 14.5833, -90.83580017090001 13.936200141899999)",GUA -> GSJ,49.24724979609198 mi
"LINESTRING (-114.024002 28.0261, -111.61499786377 25.053800582886)",GUB -> CUA,253.65419597157543 mi
"LINESTRING (-106.9329987 38.53390121, -106.8690033 39.22320175)",GUC -> ASE,47.75082223194407 mi
"LINESTRING (-87.67179871 30.29050064, -88.06809997559999 30.626800537100003)",GUF -> BFM,33.121526094085695 mi
"LINESTRING (150.25100708007812 -30.96109962463379, 149.26699829101562 -31.332500457763672)",GUH -> COJ,63.59511089042737 mi
"LINESTRING (-62.3126678467 10.574077606200001, -63.261680603027344 10.660014152526855)",GUI -> CUP,64.721549926127 mi
"LINESTRING (-45.20479965209961 -22.79159927368164, -46.537508 -22.979162)",GUJ -> BJP,85.81779996284098 mi
"LINESTRING (149.7259979248047 -34.810298919677734, 149.19500732421875 -35.30690002441406)",GUL -> CBR,45.598447382909775 mi
"LINESTRING (144.796005249 13.4834003448, 162.3280029296875 11.340700149536133)",GUM -> ENT,1191.9800539723808 mi
"LINESTRING (-108.789001465 35.511100769, -107.902000427 35.167301178)",GUP -> GNT,55.350175944070955 mi
"LINESTRING (-69.7551498413086 9.026944160461426, -70.21416667 8.615)",GUQ -> BNS,42.336068742792655 mi
"LINESTRING (150.333999634 -10.3114995956, 147.659805556 -9.15380555556)",GUR -> EFG,198.9010530433964 mi
"LINESTRING (-86.1520996094 40.648101806599996, -85.6129989624 40.10860061649999)",GUS -> AID,46.84728918296951 mi
"LINESTRING (8.30633 51.922798, 8.544444 51.964722)",GUT -> BFE,10.54731515198655 mi
"LINESTRING (-23.224700927734375 64.99140167236328, -23.546199798583984 65.64129638671875)",GUU -> BIU,45.85193790077272 mi
"LINESTRING (51.8213996887207 47.12189865112305, 48.0063018799 46.2832984924)",GUW -> ASF,189.80891861025896 mi
"LINESTRING (77.347298 24.654699, 77.3374023438 23.2875003815)",GUX -> BHO,94.46741623852611 mi
"LINESTRING (-101.508003235 36.6851005554, -101.393997192 35.700901031499995)",GUY -> BGD,68.29885248625355 mi
"LINESTRING (-40.491901397700005 -20.646499633800005, -41.301700592 -21.698299408)",GUZ -> CAW,89.46254546715744 mi
"LINESTRING (6.108950138092041 46.23809814453125, 5.880229949951172 45.638099670410156)",GVA -> CMF,42.888306784959724 mi
"LINESTRING (-83.8302002 34.27259827, -83.32630157470703 33.94860076904297)",GVL -> AHN,36.49803140933986 mi
"LINESTRING (140.033996582 48.926998138399995, 140.448 52.38)",GVN -> BQG,239.2692117405607 mi
"LINESTRING (-41.982200622559 -18.89520072937, -43.650398254399995 -18.232000351)",GVR -> DTI,118.48406435330661 mi
"LINESTRING (-96.0652999878 33.0677986145, -96.8364028931 32.9686012268)",GVT -> ADS,45.196624122506854 mi
"LINESTRING (16.951400756835938 60.593299865722656, 15.515199661254883 60.422000885009766)",GVX -> BLE,50.265308421100265 mi
"LINESTRING (62.329498291015625 25.233299255371094, 64.3998031616 28.878299713100002)",GWD -> DBA,282.216017903105 mi
"LINESTRING (29.861900329589844 -19.436399459838867, 28.617901 -20.017401)",GWE -> BUQ,90.31953931762872 mi
"LINESTRING (78.22779846191406 26.29330062866211, 77.96089935302734 27.155799865722656)",GWL -> AGR,61.82790977593725 mi
"LINESTRING (-90.0847015381 33.4943008423, -90.98560333251953 33.4828987121582)",GWO -> GLH,51.91953485386184 mi
"LINESTRING (8.34047031403 54.9132003784, 8.5534 55.525902)",GWT -> EBJ,43.15783920136715 mi
"LINESTRING (-8.941590309143066 53.300201416015625, -7.651669979095459 54.39889907836914)",GWY -> ENK,92.33885698113052 mi
"LINESTRING (48.78829956049999 15.9660997391, 46.82619857788086 14.551300048828125)",GXF -> AXK,163.28152119863958 mi
"LINESTRING (15.287699699401855 -7.754509925842285, 13.064000129699707 -5.854000091552734)",GXG -> BOA,201.28678819739503 mi
"LINESTRING (102.6447 34.8105, 100.301144 34.418066)",GXH -> GMQ,135.99111575591382 mi
"LINESTRING (-72.1061019897461 -45.594200134277344, -71.68949890136719 -45.916099548339844)",GXQ -> BBA,29.96724685176588 mi
"LINESTRING (-104.633003235 40.4374008179, -105.011 40.451804)",GXY -> FNL,19.901057607310552 mi
"LINESTRING (-65.3455963135 -10.820599556, -65.28479766845703 -10.786399841308594)",GYA -> GJM,4.755070801040013 mi
"LINESTRING (50.04669952392578 40.467498779296875, 47.7125 40.826667)",GYD -> GBB,124.85541821041112 mi
"LINESTRING (-79.88359832760001 -2.1574199199699997, -78.984398 -2.88947)",GYE -> CUE,80.06810448852686 mi
"LINESTRING (129.545288 62.103484, 125.40899658203125 58.60279846191406)",GYG -> ADH,280.033975420915 mi
"LINESTRING (29.258899688720703 -1.6771999597549438, 29.238500595092773 -1.6708099842071533)",GYI -> GOM,1.4764159820380771 mi
"LINESTRING (128.451004 -16.6369, 125.55899810791016 -18.181900024414062)",GYL -> FIZ,218.50859090208505 mi
"LINESTRING (-110.92500305175781 27.9689998626709, -109.83300018310547 27.39259910583496)",GYM -> CEN,77.7838013565638 mi
"LINESTRING (-49.220699310302734 -16.631999969482422, -48.607498168945 -17.725299835205)",GYN -> CLV,85.70190490888182 mi
"LINESTRING (-112.375999451 33.4225006104, -112.083000183 33.6883010864)",GYR -> DVT,24.93802034136364 mi
"LINESTRING (105.7020034790039 32.3911018371582, 107.4295 31.1302)",GYS -> DAX,133.74746795755536 mi
"LINESTRING (106.216944444 36.0788888889, 105.58858 38.74831)",GYU -> AXF,187.63564701909274 mi
"LINESTRING (-87.41280364990234 41.61629867553711, -87.60790252685547 41.85879898071289)",GYY -> CGX,19.542852121264293 mi
"LINESTRING (34.276100158691 31.24640083313, 34.722999572754 31.287000656128)",GZA -> BEV,26.54203005750381 mi
"LINESTRING (68.412902832 33.5312004089, 67.81700134277344 34.81700134277344)",GZI -> BIN,95.14730473413924 mi
"LINESTRING (14.2728 36.027199, 14.607182 36.994601)",GZM -> CIY,69.37310553894774 mi
"LINESTRING (156.863998413 -8.09778022766, 157.87600708007812 -8.578889846801758)",GZO -> EGM,76.75613088957574 mi
"LINESTRING (32.300598 36.299217, 30.800501 36.898701)",GZP -> AYT,92.94899487801814 mi
"LINESTRING (37.4786987305 36.9472007751, 37.22439956665039 36.18069839477539)",GZT -> ALP,54.80876863771322 mi
"LINESTRING (50.0471 36.240101, 49.8473014831543 34.138099670410156)",GZW -> AJK,145.6733018373182 mi
"LINESTRING (22.139699935913 70.486701965332, 23.371700286865 69.976097106934)",HAA -> ALF,45.5347408321377 mi
"LINESTRING (139.785995483 33.1150016785, 140.43099975585938 37.22740173339844)",HAC -> FKS,286.4658760237998 mi
"LINESTRING (12.820199966430664 56.69110107421875, 12.847100257873535 56.29610061645508)",HAD -> AGH,27.311477993499814 mi
"LINESTRING (-122.500999451 37.513401031499995, -122.280998 38.2132)",HAF -> APC,49.818922209967596 mi
"LINESTRING (43.2719 -11.5337, 44.430301666259766 -12.131699562072754)",HAH -> AJN,88.56611499402794 mi
"LINESTRING (9.685079574580001 52.461101532, 10.5561 52.319199)",HAJ -> BWE,38.01406599536421 mi
"LINESTRING (110.45899963378906 19.934900283813477, 110.454775 19.13824)",HAK -> BAR,55.04520826193985 mi
"LINESTRING (9.9882297515869 53.630401611328, 9.941389083862305 54.079444885253906)",HAM -> EUM,31.084906222266216 mi
"LINESTRING (105.80699920654297 21.221200942993164, 103.008003235 21.3974990845)",HAN -> DIN,180.5809533971221 mi
"LINESTRING (-84.5220031738 39.363800048799995, -84.6678009033 39.0488014221)",HAO -> CVG,23.12200492014708 mi
"LINESTRING (73.17050170898438 6.744229793548584, 73.1302 5.1561)",HAQ -> DRV,109.76533465626845 mi
"LINESTRING (-76.85150146480001 40.2170982361, -77.1660003662 39.168300628699996)",HAR -> GAI,74.36963602055727 mi
"LINESTRING (41.686298 27.437901, 43.77439880371094 26.302799224853516)",HAS -> ELQ,150.708274782233 mi
"LINESTRING (5.2083601951599 59.34529876709, 5.218140125 60.29339981)",HAU -> BGO,65.50906361564338 mi
"LINESTRING (-82.40910339355469 22.989200592041016, -82.78379821777344 21.834699630737305)",HAV -> GER,83.2821552305354 mi
"LINESTRING (-4.9611101150512695 51.833099365234375, -3.343329906463623 51.39670181274414)",HAW -> CWL,75.67288562023373 mi
"LINESTRING (147.509994507 -42.836101532, 146.429992676 -41.1697006226)",HBA -> DPO,127.79292319284905 mi
