WKT,name,description
"LINESTRING (35.01810073852539 29.611600875854492, 33.8358001709 31.073299408)",AQJ -> AAC,123.16503387324383 mi
"LINESTRING (-71.5830993652 -16.3411006927, -73.35040283203125 -13.706399917602539)",AQP -> ANS,216.89929862942324 mi
"LINESTRING (-91.883904 30.0378, -92.54979705810547 31.32740020751953)",ARA -> AEX,97.49354200634286 mi
"LINESTRING (-83.74559783939999 42.2229995728, -85.083504 41.639702)",ARB -> ANQ,79.70920679451793 mi
"LINESTRING (-145.578995 68.1147, -151.7429962 68.13359833)",ARC -> AKP,158.62692247534406 mi
"LINESTRING (124.59700012207031 -8.132340431213379, 128.089004517 -3.7102599144)",ARD -> AMQ,388.48392107424763 mi
"LINESTRING (-66.6753005981 18.4500007629, -61.792702 17.1367)",ARE -> ANU,333.774253360657 mi
"LINESTRING (40.71670150756836 64.60030364990234, 61.556400299072266 69.76329803466797)",ARH -> AMV,657.5708332117075 mi
"LINESTRING (-70.338699 -18.348499, -71.5830993652 -16.3411006927)",ARI -> AQP,161.1590816996635 mi
"LINESTRING (36.63330078125 -3.3677899837493896, 37.59049987792969 6.0393900871276855)",ARK -> AMH,653.3273478954222 mi
"LINESTRING (151.617004395 -30.528099060099997, 153.007995605 -27.5702991486)",ARM -> ACF,220.95647776563754 mi
"LINESTRING (17.918600082397 59.651901245117, 12.847100257873535 56.29610061645508)",ARN -> AGH,296.96921561205113 mi
"LINESTRING (-70.812202 -45.013599, -70.113602 -38.975498)",ARR -> APZ,418.7317598002269 mi
"LINESTRING (-76.02169799804688 43.99190139770508, -73.80169677734375 42.74829864501953)",ART -> ALB,140.76120873249218 mi
"LINESTRING (-50.4247016907 -21.1413002014, -46.960399627686 -19.563199996948)",ARU -> AAX,249.4936805822193 mi
"LINESTRING (-89.73090363 45.92789841, -92.40029907226562 42.557098388671875)",ARV -> ALO,267.73356704811744 mi
"LINESTRING (21.261999130249023 46.17660140991211, 13.3623 43.616299)",ARW -> AOI,424.9432556814234 mi
"LINESTRING (142.98899841308594 -37.30939865112305, 146.95799255371094 -36.06779861450195)",ARY -> ABX,236.02224120022183 mi
"LINESTRING (42.64500045776367 13.071800231933594, 45.02880096435547 12.829500198364258)",ASA -> ADE,161.38694219777096 mi
"LINESTRING (58.361 37.986801, 57.59519958496094 36.16809844970703)",ASB -> AFZ,132.56127472385498 mi
"LINESTRING (-77.79560089111328 24.697900772094727, -85.02749634 29.72750092)",ASD -> AAF,563.8732255597387 mi
"LINESTRING (-106.8690033 39.22320175, -104.848999 39.57009888)",ASE -> APA,110.48434642291508 mi
"LINESTRING (48.0063018799 46.2832984924, 39.9566 43.449902)",ASF -> AER,439.84694455241714 mi
"LINESTRING (-71.51480102539999 42.7817001343, -73.80169677734375 42.74829864501953)",ASH -> ALB,116.0223437550048 mi
"LINESTRING (-14.3937 -7.9696, -36.62919998168945 -9.775360107421875)",ASI -> APQ,1522.7803153339132 mi
"LINESTRING (129.71299743652344 28.430599212646484, 127.240997314 26.5925006866)",ASJ -> AGJ,197.66929704403654 mi
"LINESTRING (-5.36558008194 6.9031701088, -3.9262900352478027 5.261390209197998)",ASK -> ABJ,150.4855103556467 mi
"LINESTRING (38.910701751708984 15.291899681091309, 42.64500045776367 13.071800231933594)",ASM -> ASA,293.42257971457417 mi
"LINESTRING (-86.05090332030001 33.569900512699995, -85.8581 33.5882)",ASN -> ANB,11.170302147732212 mi
"LINESTRING (34.586299896240234 10.018500328063965, 38.799301147499996 8.97789001465)",ASO -> ADD,295.96315748110527 mi
"LINESTRING (133.90199279785156 -23.806699752807617, 131.20700073242188 -26.108299255371094)",ASP -> AMT,231.9106280554771 mi
"LINESTRING (35.4953994751 38.770401001, 37.347301483154 45.002101898193)",ASR -> AAQ,440.95028964406947 mi
"LINESTRING (31.522499 -24.744165, 31.544599533081055 -24.818099975585938)",ASS -> AAM,5.293257723675841 mi
"LINESTRING (-123.878997803 46.158000946, -118.288002 46.09489822)",AST -> ALW,267.71615020555276 mi
"LINESTRING (-57.52000045776367 -25.239999771118164, -54.842682 -25.454516)",ASU -> AGT,167.8309759550544 mi
"LINESTRING (37.25310134887695 -2.645050048828125, 36.63330078125 -3.3677899837493896)",ASV -> ARK,65.74635862343095 mi
"LINESTRING (32.8199996948 23.9643993378, 31.611700058 22.375999450699997)",ASW -> ABS,133.92222337857464 mi
"LINESTRING (-77.59839630126953 -9.347439765930176, -73.35040283203125 -13.706399917602539)",ATA -> ANS,416.3782609467381 mi
"LINESTRING (34.0570182800293 17.710344314575195, 31.611700058 22.375999450699997)",ATB -> ABS,359.2983695306117 mi
"LINESTRING (-75.673797 24.6294, -77.79560089111328 24.697900772094727)",ATC -> ASD,133.31258447626186 mi
"LINESTRING (161.011002 -8.87333, 160.948611111 -9.19138888889)",ATD -> AFT,22.384581043704024 mi
"LINESTRING (-78.57460021972656 -1.2120699882507324, -76.46659851070001 -2.79612994194)",ATF -> AOP,182.11502459874455 mi
"LINESTRING (72.4009017944 33.8690986633, 75.758797 31.4338)",ATG -> AIP,257.7924651770393 mi
"LINESTRING (23.9444999695 37.9364013672, 21.3512001 38.602001)",ATH -> AGQ,147.99709887664758 mi
"LINESTRING (-56.50790023803711 -30.400699615478516, -57.1521 -29.6894)",ATI -> AOL,62.449007368808054 mi
"LINESTRING (47.063713073699994 -19.8392214824, 50.3202018737793 -14.99940013885498)",ATJ -> ANM,397.33938690724534 mi
"LINESTRING (-157.43600463867188 70.46730041503906, -159.994995117 70.6380004883)",ATK -> AIN,60.03268616877796 mi
"LINESTRING (-84.428101 33.6367, -83.32630157470703 33.94860076904297)",ATL -> AHN,66.83569532690936 mi
"LINESTRING (-52.254001617432 -3.2539100646973, -54.05009841918945 5.512720108032227)",ATM -> ABN,618.2752293596471 mi
"LINESTRING (-82.23139953610001 39.2109985352, -79.9301986694336 40.354400634765625)",ATO -> AGC,145.49490070127925 mi
"LINESTRING (74.7973022461 31.7096004486, 75.758797 31.4338)",ATQ -> AIP,59.72201220664049 mi
"LINESTRING (-13.04319953918457 20.506799697875977, -9.637880325317383 16.711299896240234)",ATR -> AEO,344.19507727272367 mi
"LINESTRING (-88.5190963745 44.258098602299995, -89.73090363 45.92789841)",ATW -> ARV,129.6295144486748 mi
"LINESTRING (-97.15470123 44.91400146, -98.42179870605469 45.449100494384766)",ATY -> ABR,71.93660372230671 mi
"LINESTRING (31.0119991302 27.0464992523, 29.94890022277832 31.183900833129883)",ATZ -> ALY,292.978304400217 mi
"LINESTRING (-70.015198 12.5014, -69.23786926269531 9.553375244140625)",AUA -> AGV,210.40075249714414 mi
"LINESTRING (-70.7369 7.06888, -73.5627 4.07607)",AUC -> API,283.7479831597486 mi
"LINESTRING (3.497109889984131 47.85020065307617, -0.312222 47.560299)",AUF -> ANE,178.2310427688879 mi
"LINESTRING (-69.7973022461 44.320598602299995, -71.51480102539999 42.7817001343)",AUG -> ASH,136.75167002324264 mi
"LINESTRING (54.651100158691406 24.433000564575195, 55.60919952392578 24.261699676513672)",AUH -> AAN,61.461706542240435 mi
"LINESTRING (-164.659927368 62.680042266799994, -160.190994 62.646702)",AUK -> ANV,141.7860932845389 mi
"LINESTRING (-85.433998 32.615101, -85.9629974365 32.914699554399995)",AUO -> ALX,37.056329734544214 mi
"LINESTRING (-139.011001587 -9.76879024506, -145.50999450683594 -17.35260009765625)",AUQ -> AAA,681.7528709070053 mi
"LINESTRING (2.4219400882720947 44.89139938354492, 0.5905560255050659 44.17470169067383)",AUR -> AGF,102.8971891895487 mi
"LINESTRING (-97.6698989868164 30.194499969482422, -95.58830261230001 29.722499847399998)",AUS -> AAP,128.803654005576 mi
"LINESTRING (141.72065 -13.354067, 142.459 -10.9508)",AUU -> ABM,173.37808530591852 mi
"LINESTRING (-89.6266021729 44.9262008667, -89.73090363 45.92789841)",AUW -> ARV,69.39591963494736 mi
"LINESTRING (-48.240501 -7.22787, -52.254001617432 -3.2539100646973)",AUX -> ATM,389.3838356696446 mi
"LINESTRING (169.770996094 -20.2492008209, 153.007995605 -27.5702991486)",AUY -> ACF,1171.8571893334797 mi
"LINESTRING (105.873333333 26.2605555556, 104.959444444 25.0863888889)",AVA -> ACX,99.09771952133127 mi
"LINESTRING (12.596503 46.031898, 13.3623 43.616299)",AVB -> AOI,171.068467243951 mi
"LINESTRING (-78.78959655761719 22.027099609375, -81.7752990723 26.1525993347)",AVI -> APF,341.6044006401559 mi
"LINESTRING (102.802001953125 46.250301361083984, 88.08580780030002 47.7498855591)",AVK -> AAT,700.0558654345116 mi
"LINESTRING (-82.54180145263672 35.43619918823242, -82.70939636230001 34.4945983887)",AVL -> AND,65.74746270022753 mi
"LINESTRING (4.901830196380615 43.90729904174805, 2.4219400882720947 44.89139938354492)",AVN -> AUR,140.0295099561913 mi
"LINESTRING (-81.52780151 27.59119987, -85.02749634 29.72750092)",AVO -> AAF,258.4496013402411 mi
"LINESTRING (-75.72339630130001 41.338500976599995, -75.44080352783203 40.652099609375)",AVP -> ABE,49.663128565375295 mi
"LINESTRING (-9.0301 38.883301, -1.8635200262099998 38.9485015869)",AVR -> ABC,385.2021554074042 mi
"LINESTRING (144.468994 -38.039398, 142.98899841308594 -37.30939865112305)",AVV -> ARY,95.36547001632461 mi
"LINESTRING (-111.218002319 32.4095993042, -105.990997314 32.8399009705)",AVW -> ALM,305.5894359103122 mi
"LINESTRING (-118.416 33.4049, -122.280998 38.2132)",AVX -> APC,396.4831946815533 mi
"LINESTRING (38.5 7.066999912261963, 37.59049987792969 6.0393900871276855)",AWA -> AMH,94.54474895063404 mi
"LINESTRING (169.6009 -19.2346, 169.770996094 -20.2492008209)",AWD -> AUY,70.97027819562625 mi
"LINESTRING (166.63600158691406 19.282100677490234, 173.04100036621094 1.798609972000122)",AWK -> ABF,1283.332109939154 mi
"LINESTRING (48.7620010376 31.337400436399996, 49.6772 30.7444)",AWZ -> AKW,67.92737302467268 mi
"LINESTRING (-63.055099 18.2048, -61.792702 17.1367)",AXA -> ANU,111.14455176579634 mi
"LINESTRING (25.956300735473633 40.855899810791016, 27.156999588 38.2924003601)",AXD -> ADB,188.3068297394961 mi
"LINESTRING (105.58858 38.74831, 108.931 32.708099)",AXF -> AKA,457.4235981965914 mi
"LINESTRING (130.158997 32.482498, 129.71299743652344 28.430599212646484)",AXJ -> ASJ,281.21861611861607 mi
"LINESTRING (46.82619857788086 14.551300048828125, 45.02880096435547 12.829500198364258)",AXK -> ADE,169.44238224998458 mi
"LINESTRING (-75.7664 4.45278, -77.3 8.51667)",AXM -> ACD,299.8724998525219 mi
"LINESTRING (-95.39469909670001 45.8662986755, -97.15470123 44.91400146)",AXN -> ATY,107.80399436047229 mi
"LINESTRING (-73.97090148930002 22.441799163800003, -75.673797 24.6294)",AXP -> ATC,185.6891383126008 mi
"LINESTRING (-146.61700439453125 -15.248299598693848, -146.414993 -15.5736)",AXR -> APK,26.196322900833138 mi
"LINESTRING (140.218994140625 39.6156005859375, 140.6909942626953 40.73469924926758)",AXT -> AOJ,81.23868927930565 mi
"LINESTRING (38.77280044555664 14.14680004119873, 38.910701751708984 15.291899681091309)",AXU -> ASM,79.65447991137238 mi
"LINESTRING (66.95279693603516 50.318599700927734, 57.206699 50.2458)",AYK -> AKX,430.0278131333384 mi
"LINESTRING (-56.854064 -27.370554, -57.52000045776367 -25.239999771118164)",AYO -> ASU,152.877136304121 mi
"LINESTRING (-74.20439910888672 -13.154800415039062, -73.35040283203125 -13.706399917602539)",AYP -> ANS,68.89411682720205 mi
"LINESTRING (130.975998 -25.1861, 131.20700073242188 -26.108299255371094)",AYQ -> AMT,65.32280148379576 mi
"LINESTRING (-82.39550018310001 31.2490997314, -81.9645004272461 33.36989974975586)",AYS -> AGS,148.6800150567214 mi
"LINESTRING (30.800501 36.898701, 30.6011009216 38.726398468)",AYT -> AFY,126.75118843632437 mi
"LINESTRING (132.4633 -1.1593, 128.089004517 -3.7102599144)",AYW -> AMQ,349.6197739162282 mi
"LINESTRING (-111.6549988 33.30780029, -111.218002319 32.4095993042)",AZA -> AVW,67.04291335944073 mi
"LINESTRING (54.2765007019 31.9048995972, 49.6772 30.7444)",AZD -> AKW,283.0290050326902 mi
"LINESTRING (54.458099365234375 24.428300857543945, 54.651100158691406 24.433000564575195)",AZI -> AUH,12.14555438737783 mi
"LINESTRING (72.2939987183 40.7276992798, 77.04049682617188 43.35210037231445)",AZN -> ALA,303.5686011325685 mi
"LINESTRING (-85.5521011352539 42.234901428222656, -84.68800354 43.322101593)",AZO -> AMN,86.96558760684157 mi
"LINESTRING (-0.18641400337219238 27.837600708007812, -3.83951997756958 35.177101135253906)",AZR -> AHU,550.7604875174804 mi
"LINESTRING (-69.7419967651 19.2670001984, -66.6753005981 18.4500007629)",AZS -> ARE,208.30609039573224 mi
"LINESTRING (-121.43699646 39.136100769, -122.280998 38.2132)",BAB -> APC,78.35063450973693 mi
"LINESTRING (-93.6626968384 32.5018005371, -92.54979705810547 31.32740020751953)",BAD -> AEX,104.13612585067253 mi
"LINESTRING (-72.715599 42.157799, -73.80169677734375 42.74829864501953)",BAF -> ALB,68.77667296823184 mi
"LINESTRING (120.62000274658203 16.375099182128906, 124.7509994506836 6.366819858551025)",BAG -> AAV,745.8333811518355 mi
"LINESTRING (50.63359832763672 26.27079963684082, 46.125099 28.335199)",BAH -> AQI,311.3583435205118 mi
"LINESTRING (-83.330171 9.163949, -81.7112 12.5836)",BAI -> ADZ,260.55862003839746 mi
"LINESTRING (41.1166000366 37.929000854499996, 38.4688987732 37.7313995361)",BAL -> ADF,145.13084056285328 mi
"LINESTRING (-74.7808 10.8896, -77.3 8.51667)",BAQ -> ACD,237.30475248136594 mi
"LINESTRING (110.454775 19.13824, 106.821699142 14.814715357)",BAR -> AOU,383.20240517372986 mi
"LINESTRING (155.886656 -6.990745, 160.682007 -8.70257)",BAS -> AKS,348.8746851412803 mi
"LINESTRING (-48.594100952148 -20.584499359131, -50.4247016907 -21.1413002014)",BAT -> ARU,124.29332982020594 mi
"LINESTRING (-49.0537986755 -22.3449993134, -46.960399627686 -19.563199996948)",BAU -> AAX,234.91105829496834 mi
"LINESTRING (109.99700164794922 40.560001373291016, 105.58858 38.74831)",BAV -> AXF,265.7817063579313 mi
"LINESTRING (83.53849792480469 53.363800048828125, 91.38500213623047 53.7400016784668)",BAX -> ABA,322.96754962063767 mi
"LINESTRING (23.469999313354492 47.65840148925781, 21.261999130249023 46.17660140991211)",BAY -> ARW,146.07502693773745 mi
"LINESTRING (-62.919601 -0.981292, -72.4083 -0.5833)",BAZ -> ACR,656.127001534099 mi
"LINESTRING (-71.68949890136719 -45.916099548339844, -70.812202 -45.013599)",BBA -> ARR,75.46936093783975 mi
"LINESTRING (-95.8635025024 28.9733009338, -95.58830261230001 29.722499847399998)",BBC -> AAP,54.35383164300864 mi
"LINESTRING (-99.3238983154 31.1793003082, -99.68190002440001 32.4113006592)",BBD -> ABI,87.68153594362607 mi
"LINESTRING (172.811005 3.08583, 173.04100036621094 1.798609972000122)",BBG -> ABF,90.34525092491944 mi
"LINESTRING (12.710515 54.338253, 12.847100257873535 56.29610061645508)",BBH -> AGH,135.38218034982648 mi
"LINESTRING (85.8178024292 20.244400024399997, 92.87259674072266 20.132699966430664)",BBI -> AKY,457.52753672171536 mi
"LINESTRING (6.565 49.945278, 6.186388969421387 50.823055267333984)",BBJ -> AAH,62.90100086364707 mi
"LINESTRING (25.162399291992188 -17.83289909362793, 29.0555000305 -22.6790008545)",BBK -> ADY,419.2162592740962 mi
"LINESTRING (141.809458 -27.405633, 146.584 -23.646099)",BBL -> ABH,395.0108689289397 mi
"LINESTRING (103.2239990234375 13.095600128173828, 106.821699142 14.814715357)",BBM -> AOU,268.88794194549274 mi
"LINESTRING (115.47899627685547 3.7338900566101074, 124.7509994506836 6.366819858551025)",BBN -> AAV,663.5167461350967 mi
"LINESTRING (44.94110107421875 10.389200210571289, 45.02880096435547 12.829500198364258)",BBO -> ADE,168.71474264188117 mi
"LINESTRING (-1.10943996906 50.6781005859, -2.21472 49.706104)",BBP -> ACI,83.06900148422626 mi
"LINESTRING (-61.828602 17.635799, -61.792702 17.1367)",BBQ -> ANU,34.56594179076854 mi
"LINESTRING (-61.7421989440918 16.0132999420166, -61.792702 17.1367)",BBR -> ANU,77.69232570422606 mi
"LINESTRING (-0.8475000262260437 51.32389831542969, -1.10943996906 50.6781005859)",BBS -> BBP,46.05138225100052 mi
"LINESTRING (15.786399841308594 4.2215800285339355, 20.274000167799997 11.0340003967)",BBT -> AMC,562.037266350201 mi
"LINESTRING (26.102100372314453 44.50320053100586, 23.469999313354492 47.65840148925781)",BBU -> BAY,251.83583165238386 mi
"LINESTRING (-75.2650985718 40.1375007629, -75.44080352783203 40.652099609375)",BBX -> ABE,36.73820852375797 mi
"LINESTRING (-74.5062026977539 20.365299224853516, -73.97090148930002 22.441799163800003)",BCA -> AXP,147.54781145064564 mi
"LINESTRING (123.014999 10.7764, 124.7509994506836 6.366819858551025)",BCD -> AAV,326.9369289713491 mi
"LINESTRING (-112.144996643 37.706401825, -106.8690033 39.22320175)",BCE -> ASE,304.0039933020409 mi
"LINESTRING (126.401000977 -8.489029884339999, 124.59700012207031 -8.132340431213379)",BCH -> ARD,125.77476058470718 mi
"LINESTRING (145.307006836 -23.5652999878, 146.584 -23.646099)",BCI -> ABH,81.04186979203243 mi
"LINESTRING (-83.58560180664062 10.768699645996094, -83.330171 9.163949)",BCL -> BAI,112.23294563382677 mi
"LINESTRING (26.91029930114746 46.52190017700195, 26.102100372314453 44.50320053100586)",BCM -> BBU,144.86313158308468 mi
"LINESTRING (2.07846 41.2971, 0.5905560255050659 44.17470169067383)",BCN -> AGF,212.6705376385102 mi
"LINESTRING (36.562 5.78287, 37.59049987792969 6.0393900871276855)",BCO -> AMH,72.87357861691069 mi
"LINESTRING (-80.1076965332 26.3784999847, -77.79560089111328 24.697900772094727)",BCT -> ASD,185.08973243240357 mi
"LINESTRING (9.744 10.482833, 7.263169765472412 9.006790161132812)",BCU -> ABV,197.33004143895175 mi
"LINESTRING (-64.67870330810547 32.36399841308594, -85.02749634 29.72750092)",BDA -> AAF,1216.3794115488408 mi
"LINESTRING (152.319000244 -24.903900146499996, 153.007995605 -27.5702991486)",BDB -> ACF,189.1147095608759 mi
"LINESTRING (142.1734 -10.149999618499999, 142.459 -10.9508)",BDD -> ABM,58.63286675390508 mi
"LINESTRING (-94.612197876 48.7284011841, -95.39469909670001 45.8662986755)",BDE -> AXN,201.1218904694316 mi
"LINESTRING (54.824798584 26.531999588, 55.033001 25.8757)",BDH -> AEU,47.147526733447876 mi
"LINESTRING (55.205299 -3.72472, 48.987998962402344 -13.188400268554688)",BDI -> AMB,779.5318619917765 mi
"LINESTRING (114.76300048828125 -3.4423599243164062, 116.095001221 -8.560709953309999)",BDJ -> AMI,365.29238630237444 mi
"LINESTRING (-72.68319702149999 41.9388999939, -72.715599 42.157799)",BDL -> BAF,15.215722411397067 mi
"LINESTRING (27.977699279785156 40.31800079345703, 25.956300735473633 40.855899810791016)",BDM -> AXD,112.3852393744493 mi
"LINESTRING (68.8384017944336 24.84149932861328, 72.63469696039999 23.0771999359)",BDN -> AMD,268.89714578099506 mi
"LINESTRING (107.57599639892578 -6.900629997253418, 114.76300048828125 -3.4423599243164062)",BDO -> BDJ,549.1850811965762 mi
"LINESTRING (88.07959747310001 26.5708007812, 92.6196975708 23.840599060099997)",BDP -> AJL,340.748168034631 mi
"LINESTRING (73.226303 22.336201, 72.63469696039999 23.0771999359)",BDQ -> AMD,63.58602970786043 mi
"LINESTRING (-73.1261978149414 41.16350173950195, -72.68319702149999 41.9388999939)",BDR -> BDL,58.266675753555575 mi
"LINESTRING (17.947001 40.6576, 21.3512001 38.602001)",BDS -> AGQ,230.16232524992023 mi
"LINESTRING (20.975299835205078 4.253210067749023, 15.786399841308594 4.2215800285339355)",BDT -> BBT,357.548319554045 mi
"LINESTRING (18.540399551392 69.055801391602, 16.144199371338 69.292503356934)",BDU -> ANX,61.087813496139 mi
"LINESTRING (-7.3627800941467285 57.48109817504883, -2.8684399127960205 56.37289810180664)",BEB -> ADX,185.90861310700075 mi
"LINESTRING (-97.21499633790002 37.694499969499994, -96.671303 34.804298)",BEC -> ADT,201.97953246427375 mi
"LINESTRING (-71.28900146 42.47000122, -71.51480102539999 42.7817001343)",BED -> ASH,24.40488409942017 mi
"LINESTRING (-83.77410125732422 11.991000175476074, -83.58560180664062 10.768699645996094)",BEF -> BCL,85.413431802611 mi
